China,80977,3193
Italy,21157,1441
Iran,12729,611
South Korea,8086,72
Spain,6391,195
Germany,4585,9
France,4480,91
US,2726,54
Switzerland,1359,13
United Kingdom,1143,21
Norway,1090,3
Sweden,961,2
Netherlands,959,12
Denmark,836,1
Japan,773,22
Cruise Ship(Diamond Princess),696,7
Belgium,689,4
Austria,655,1
Qatar,337,0
Australia,250,3
Malaysia,238,0
Greece,228,3
Finland,225,0
Singapore,212,0
Bahrain,210,0
Canada,196,1
Israel,193,0
Czechia,189,0
Slovenia,181,1
Portugal,169,0
Iceland,156,0
Brazil,151,0
Ireland,129,2
Romania,123,0
Estonia,115,0
Philippines,111,8
Iraq,110,10
Egypt,109,2
Kuwait,104,0
Saudi Arabia,103,0
Poland,103,3
India,102,2
Indonesia,96,5
Lebanon,93,3
United Arab Emirates,85,0
Thailand,82,1
San Marino,80,5
Chile,61,0
Russia,59,0
Vietnam,53,0
Taiwan,53,1
Luxembourg,51,1
Serbia,46,0
Slovakia,44,0
Bulgaria,41,2
Brunei,40,0
Croatia,38,0
Peru,38,0
South Africa,38,0
Albania,38,1
Algeria,37,3
Panama,36,1
Argentina,34,2
Pakistan,31,0
Georgia,30,0
Hungary,30,0
Ecuador,28,2
Belarus,27,0
Latvia,26,0
Mexico,26,0
Cyprus,26,0
Costa Rica,26,0
Colombia,22,0
Oman,19,0
Armenia,18,0
Bosnia and Herzegovina,18,0
Malta,18,0
Tunisia,18,0
Morocco,17,1
Azerbaijan,15,1
North Macedonia,14,0
Moldova,12,0
Afghanistan,11,0
Dominican Republic,11,0
Bolivia,10,0
Maldives,10,0
Senegal,10,0
Sri Lanka,10,0
Martinique,9,0
Jamaica,8,0
Lithuania,8,0
Cambodia,7,0
Kazakhstan,6,0
New Zealand,6,0
Paraguay,6,0
Reunion,6,0
French Guiana,5,0
Turkey,5,0
Uruguay,4,0
Liechtenstein,4,0
Cuba,4,0
Bangladesh,3,0
Ghana,3,0
Ukraine,3,1
Venezuela,2,0
Trinidad and Tobago,2,0
Namibia,2,0
Seychelles,2,0
Nigeria,2,0
Cameroon,2,0
Monaco,2,0
Burkina Faso,2,0
Aruba,2,0
Jersey,2,0
Congo (Kinshasa),2,0
Honduras,2,0
Togo,1,0
Suriname,1,0
Holy See,1,0
Saint Lucia,1,0
Rwanda,1,0
Nepal,1,0
Mongolia,1,0
Mauritania,1,0
Kenya,1,0
Jordan,1,0
Saint Vincent and the Grenadines,1,0
Guatemala,1,0
Guinea,1,0
Guernsey,1,0
Guadeloupe,1,0
Gabon,1,0
Ethiopia,1,0
Eswatini,1,0
Curacao,1,0
Cote d'Ivoire,1,0
Cayman Islands,1,0
Bhutan,1,0
Antigua and Barbuda,1,0
Andorra,1,0
Guyana,1,1
Sudan,1,1
