China,81003,3203
Italy,21157,1441
Iran,13938,724
South Korea,8162,75
Spain,7798,289
Germany,5426,11
France,4511,91
US,3276,63
Switzerland,2200,14
Norway,1207,3
United Kingdom,1144,21
Netherlands,1135,20
Sweden,1022,3
Belgium,886,4
Denmark,875,1
Austria,800,1
Japan,773,22
Cruise Ship(Diamond Princess),696,7
Malaysia,428,0
Qatar,337,0
Australia,297,3
Canada,250,1
Portugal,245,0
Finland,243,0
Czechia,231,0
Greece,228,4
Singapore,226,0
Slovenia,219,1
Bahrain,210,0
Israel,200,0
Brazil,162,0
Iceland,161,0
Philippines,140,11
Estonia,135,0
Romania,131,0
Ireland,129,2
Poland,119,3
Indonesia,117,5
Thailand,114,1
India,113,2
Kuwait,112,0
Egypt,110,2
Lebanon,110,3
Iraq,110,10
Saudi Arabia,103,0
San Marino,92,5
United Arab Emirates,86,0
Russia,63,0
Chile,61,0
Luxembourg,59,1
Taiwan,59,1
Vietnam,56,0
Slovakia,54,0
Pakistan,53,0
South Africa,51,0
Brunei,50,0
Croatia,49,0
Algeria,48,4
Serbia,46,0
Argentina,45,2
Peru,43,0
Panama,43,1
Bulgaria,43,2
Albania,42,1
Mexico,41,0
Colombia,34,0
Hungary,32,1
Georgia,30,0
Latvia,30,0
Morocco,28,1
Ecuador,28,2
Belarus,27,0
Costa Rica,27,0
Cyprus,26,0
Armenia,23,0
Bosnia and Herzegovina,21,0
Malta,21,0
Oman,20,0
Tunisia,18,0
Afghanistan,16,0
Azerbaijan,15,1
North Macedonia,14,0
Maldives,13,0
Lithuania,12,0
Moldova,12,0
Dominican Republic,11,0
Sri Lanka,11,0
Bolivia,10,0
Senegal,10,0
Martinique,9,0
New Zealand,8,0
Venezuela,8,0
Jamaica,8,0
Kazakhstan,8,0
Cambodia,7,0
Jordan,7,0
Reunion,7,0
Ghana,6,0
Paraguay,6,0
Turkey,6,0
Bangladesh,5,0
Uruguay,4,0
Cuba,4,0
Liechtenstein,4,0
Guyana,4,1
Honduras,3,0
Ukraine,3,1
Trinidad and Tobago,2,0
Seychelles,2,0
Nigeria,2,0
Monaco,2,0
Namibia,2,0
Congo (Kinshasa),2,0
Kosovo,2,0
Aruba,2,0
Jersey,2,0
Burkina Faso,2,0
Cameroon,2,0
Uzbekistan,1,0
Togo,1,0
Suriname,1,0
Saint Vincent and the Grenadines,1,0
Guernsey,1,0
Rwanda,1,0
Nepal,1,0
Mongolia,1,0
Mauritania,1,0
Kenya,1,0
Holy See,1,0
Guinea,1,0
Saint Lucia,1,0
Guadeloupe,1,0
Guatemala,1,0
Gabon,1,0
Ethiopia,1,0
Eswatini,1,0
Equatorial Guinea,1,0
Curacao,1,0
Cote d'Ivoire,1,0
Congo (Brazzaville),1,0
Central African Republic,1,0
Cayman Islands,1,0
Bhutan,1,0
Antigua and Barbuda,1,0
Andorra,1,0
Sudan,1,1
